company_name,company_number,company_status,company_type,date_of_cessation,date_of_creation,sic_codes,company_subtype,address_line_1,locality,postal_code,address_line_2,region,country,SICCODE_0,SICCODE_1,SICCODE_2,SICCODE_3,Value
AA MEDPRO LTD,13888892,Active,ltd,,02-02-2022,[86210],,FLAT E1083,London,SW17 0LN,GARRATT LANE,,ENGLAND,86210,,,,
AA PHARMACARE LTD,9821814,Active,ltd,,13-10-2015,[86210],,156 WRICKELEMARSH ROAD,London,SE3 8DP,BLACKHEATH,,ENGLAND,86210,,,,
AA RAJA LTD,11897666,Active,ltd,,21-03-2019,[86210],,46 SYON LANE,ISLEWORTH,TW7 5NQ,,,ENGLAND,86210,,,,
AA1 MEDICAL SERVICES LTD.,8404506,Active,ltd,,15-02-2013,[86210],,49 MOSS LANE,SALE,M33 6QF,,,ENGLAND,86210,,,,
AA2016 TRADING LTD,10319044,Active,ltd,,09-08-2016,[86210],,"MARSHALL HOUSE, SUITE 21-25",MORDEN,SM4 6RW,124 MIDDLETON ROAD,,ENGLAND,86210,,,,
AAA HATWAR LIMITED,7687745,Active,ltd,,29-06-2011,[86210],,19 WOODLAND RISE,DUNSTABLE,LU6 2PF,STUDHAM,,ENGLAND,86210,,,,
AAA HEALTH DOCTOR LIMITED,10831474,Active,ltd,,22-06-2017,[86210],,THE OFFICE 7 BELL YARD,London,WC2A 2JR,LOWER GROUND FLOOR,,ENGLAND,86210,,,,
AAA MEDICAL CONSULTANCY LTD,13164865,Active,ltd,,28-01-2021,[86210],,11 GERLAD'S CLOSE,LINCOLN,LN2 4AL,,,UNITED KINGDOM,86210,,,,
AAA MEDICAL SERVICES LIMITED,7506042,Active - Proposal to Strike off,ltd,,26-01-2011,[86210],,4A GLENTON ROAD,London,SE13 5RS,,,,86210,,,,
AAA PVT LTD.,9173033,Active,ltd,,13-08-2014,[86210],,32 NORTHWAY,MIRFIELD,WF14 0LW,London PARK,,ENGLAND,86210,,,,
AAAJS LIMITED,13816095,Active,ltd,,23-12-2021,[86210],,WEST RISE 10,London,W2 2YA,ST GEORGES FIELDS,,ENGLAND,86210,,,,
AAASH MEDICARE LIMITED,8600636,Active,ltd,,08-07-2013,[86210],,SKN BUSINESS CENTRE,BIRMINGHAM,B19 2HN,1 GUILDFORD STREET,West Midlands,UNITED KINGDOM,86210,,,,
AABHI LTD,13651176,Active,ltd,,29-09-2021,[86210],,2 HARTS FARM MEWS,LEIGH,WN7 1UD,,,ENGLAND,86210,,,,
AACA MEDICAL LTD,11749783,Active,ltd,,04-01-2019,[86210],,9A RADFORD STREET,STONE,ST15 8DA,,,ENGLAND,86210,,,,
AACTIV PHYSIO LTD,11587282,Active,ltd,,25-09-2018,[86210],,NORTHSIDE HOUSE,BARNET,EN4 9EE,MOUNT PLEASANT DAVIS BONLEY,,ENGLAND,86210,,,,
AADHYA ENTERPRISES LIMITED,9723810,Active,ltd,,08-08-2015,[86210],,51 LANARK GARDENS,WIDNES,WA8 9DT,,,ENGLAND,86210,,,,
AADI ADITI LIMITED,8158002,Active,ltd,,26-07-2012,[86210],,"AMS MEDICAL ACCOUNTANTS, FLOOR 2,",MANCHESTER,M1 3BE,9 PORTLAND STREET,,ENGLAND,86210,,,,
AADIL B LTD,14209888,Active,ltd,,01-07-2022,[86210],,109 COLEMAN ROAD,LEICESTER,LE5 4LE,,,ENGLAND,86210,,,,
AADIL SHEIKH LTD,9880324,Active,ltd,,19-11-2015,[86210],,FLAT 61 POINTELLE HOUSE,WALLINGTON,SM6 7FW,190 London ROAD,London,ENGLAND,86210,,,,
AADITYA MEDICAL LOCUMS LTD,8421756,Active,ltd,,27-02-2013,[86210],,UNIT 4B,BURY ST. EDMUNDS,IP32 7BS,BOLDERO ROAD,Suffolk,ENGLAND,86210,,,,
AADITYAH LIMITED,14381493,Active,ltd,,27-09-2022,[86210],,13 PINE HILL,EPSOM,KT18 7BH,,,ENGLAND,86210,,,,
AAE PSYCH LTD,10541204,Active,ltd,,28-12-2016,[86210],,111 BRUNSWICK RD,London,W5 1AQ,,,UNITED KINGDOM,86210,,,,
AAFB MEDICAL LTD,13539223,Active,ltd,,30-07-2021,[86210],,5 FERNBANK AVENUE,HORNCHURCH,RM12 5RA,,Essex,UNITED KINGDOM,86210,,,,
AAFIYA LTD,14046049,Active,ltd,,13-04-2022,[86210],,6 MARINE HOUSE,NOTTINGHAM,NG7 1HR,CASTLE QUAY CLOSE,,ENGLAND,86210,,,,
AAG HEALTHCARE CONSULTING LTD,13641038,Active,ltd,,24-09-2021,[86210],,W8A KNOLL BUSINESS CENTRE,HOVE,BN3 7GS,325-327 OLD SHOREHAM ROAD,,ENGLAND,86210,,,,
AAHIL MEDICAL LIMITED,12187773,Active,ltd,,03-09-2019,[86210],,33 BOYTON ROAD,IPSWICH,IP3 9PD,,Suffolk,UNITED KINGDOM,86210,,,,
AAIM HEALTH LIMITED,12008001,Active,ltd,,21-05-2019,[86210],,12 WINDERMERE CLOSE,NOTTINGHAM,NG2 6PQ,GAMSTON,,ENGLAND,86210,,,,
AALA MEDICAL SERVICES LIMITED,12628638,Active,ltd,,28-05-2020,[86210],,73 CALVE CROFT ROAD,MANCHESTER,M22 5FY,,,ENGLAND,86210,,,,
AAM HEALTH LIMITED,10925758,Active,ltd,,21-08-2017,[86210],,2 CEDARGROVE,STOURBRIDGE,DY9 0DR,,,UNITED KINGDOM,86210,,,,
AAM LOCUMS LIMITED,7654166,Active,ltd,,01-06-2011,[86210],,294 PRESTON NEW ROAD,BLACKBURN,BB2 7AA,,Lancashire,,86210,,,,
AAM MED LIMITED,13069508,Active,ltd,,08-12-2020,[86210],,AMS MEDICAL ACCOUNTANTS 9 PORTLAND STREET,MANCHESTER,M1 3BE,FLOOR 2,,ENGLAND,86210,,,,
AAMABUWA LIMITED,7579948,Active,ltd,,28-03-2011,[86210],,"C/O WIS ACCOUNTANCY LTD, UNIT 4 IMPERIAL PLACE",BOREHAMWOOD,WD6 1JN,MAXWELL ROAD,,ENGLAND,86210,,,,
AAMINA KHAN MEDICAL CONSULTANCY LTD,10037748,Active,ltd,,02-03-2016,[86210],,28 FONTAINE ROAD,London,SW16 3PA,STREATHAM,,ENGLAND,86210,,,,
AAMNA FIAZ LTD,14452303,Active,ltd,,31-10-2022,[86210],,37 LITTLEWOOD CROFT,HUDDERSFIELD,HD4 6ED,NEWSOME,,ENGLAND,86210,,,,
AAMS ENTERPRISE LIMITED,11186186,Active,ltd,,05-02-2018,[86210],,"MARSHALL HOUSE, SUITE 21/25",MORDEN,SM4 6RW,124 MIDDLETON ROAD,,ENGLAND,86210,,,,
AAQBI LIMITED,12778054,Active,ltd,,29-07-2020,[86210],,48 BILLINGE AVENUE,BLACKBURN,BB2 6SJ,,,ENGLAND,86210,,,,
AARDVARK MEDICAL SERVICES LTD,13573698,Active - Proposal to Strike off,ltd,,18-08-2021,[86210],,24 BROOKFIELD AVENUE,STOKE ON TRENT,ST9 9ED,ENDON,Staffordshire,ENGLAND,86210,,,,
AARNA MEDICAL LIMITED,SC704292,Active,ltd,,16-07-2021,[86210],,ALBERT HOUSE,GLASGOW,G41 5RS,308 ALBERT DRIVE,,SCOTLAND,86210,,,,
AARONS MEDICAL LIMITED,11490899,Active,ltd,,30-07-2018,[86210],,NORTHSIDE HOUSE,BARNET,EN4 9EE,MOUNT PLEASANT,,ENGLAND,86210,,,,
AARYASH LIMITED,8330126,Active,ltd,,13-12-2012,[86210],,2 WESTON CLOSE,NOTTINGHAM,NG5 4FS,WOODTHORPE,,,86210,,,,
AASEEM LIMITED,9411563,Active,ltd,,28-01-2015,[86210],,294 WALMLEY ROAD,SUTTON COLDFIELD,B76 2PL,,,ENGLAND,86210,,,,
AASHA (RETAIL) LTD,4644572,Active,ltd,,22-01-2003,[86210],,"46 GREYWELL PRECINCT, LEIGH PARK",HAMPSHIRE,PO9 5AL,HAVANT,,,86210,,,,
AASHNI PHARM LIMITED,10943527,Active,ltd,,04-09-2017,[86210],,5 DENNIS GARDENS,STANMORE,HA7 4JG,,,ENGLAND,86210,,,,
AAZJ LTD,13613065,Active - Proposal to Strike off,ltd,,09-09-2021,[86210],,8C CANONS CORNER,EDGWARE,HA8 8AE,,Middlesex,UNITED KINGDOM,86210,,,,
AB & RB MEDICAL LTD,11407775,Active - Proposal to Strike off,ltd,,11-06-2018,[86210],,3RD FLOOR HARVEY HOUSE ST. EDWARDS COURT,ROMFORD,RM7 9QD,London ROAD,,ENGLAND,86210,,,,
AB ADVANCED PRACTICE LIMITED,11438195,Active,ltd,,28-06-2018,[86210],,8 LUDLOW CLOSE,WARRINGTON,WA1 4LX,PADGATE,Cheshire,UNITED KINGDOM,86210,,,,
AB ENT SERVICES LIMITED,7264660,Active,ltd,,25-05-2010,[86210],,3RD FLOOR,LOUGHTON,IG10 4LG,CROWN HOUSE 151 HIGH ROAD,Essex,,86210,,,,
AB HEALTHCARE NE LIMITED,12215439,Active,ltd,,19-09-2019,[86210],,SWALLOW HOUSE PARSONS ROAD,TYNE AND WEAR,NE37 1EZ,WASHINGTON,,UNITED KINGDOM,86210,,,,
AB Kent LTD,12190664,Active,ltd,,05-09-2019,[86210],,6-7 CECIL SQUARE,MARGATE,CT9 1BD,,Kent,UNITED KINGDOM,86210,,,,
AB LOCUM SERVICES LTD,9658480,Active - Proposal to Strike off,ltd,,26-06-2015,[86210],,2 WILLCOTT ROAD,London,W3 9QX,,,UNITED KINGDOM,86210,,,,
AB RADIOLOGY LTD,SC750509,Active,ltd,,16-11-2022,[86210],,1/2 11 DUDLEY DRIVE,GLASGOW,G12 9SF,,,SCOTLAND,86210,,,,
AB UK MEDICAL LTD,9373419,Active,ltd,,05-01-2015,[86210],,AUKER RHODES PROFESSIONAL SERIVCES LLP,KEIGHLEY,BD21 3BB,LAWKHOLME LANE,,ENGLAND,86210,,,,
AB&DG SERVICES LIMITED,11603769,Active,ltd,,04-10-2018,[86210],,54 PINECROFT,CARLISLE,CA3 0DB,,,UNITED KINGDOM,86210,,,,
AB3 MEDICAL LTD,13446817,Active,ltd,,09-06-2021,[86210],,23 DUNSTARN LANE,LEEDS,LS16 8EN,,,ENGLAND,86210,,,,
ABA (GB) LIMITED,5819635,Active,ltd,,17-05-2006,[86210],,WONEA HOUSE,ISLEWORTH,TW7 7BL,2 RICHMOND ROAD,Middlesex,,86210,,,,
ABAAN MEDICS LTD,9429531,Active,ltd,,09-02-2015,[86210],,228 WYTHENSHAWE ROAD,MANCHESTER,M23 0PH,,,ENGLAND,86210,,,,
ABACUS LAW LIMITED,8749762,Active,ltd,,25-10-2013,[86210],,2 VILLIERS COURT,CHEAM,SM2 7AJ,40 UPPER MULGRAVE ROAD,Surrey,,86210,,,,
ABACUS PHYSIOTHERAPY LTD,7332382,Active,ltd,,02-08-2010,[86210],,LOUTH PHYSIOFIRST CENTRE BELVOIR WAY,LOUTH,LN11 0LQ,FAIRFIELD INDUSTRIAL ESTATE,Lincolnshire,,86210,,,,
ABADIER LTD,14411429,Active,ltd,,11-10-2022,[86210],,5 COMMERCIAL ROAD,SHEPTON MALLET,BA4 5BU,,,ENGLAND,86210,,,,
ABADSHAZIA ALI LTD,7203320,Active,ltd,,25-03-2010,[86210],,202 LORDSWOOD ROAD,BIRMINGHAM,B17 8QH,HARBORNE,,,86210,,,,
ABASI CONSULTING LIMITED,6696825,Active,ltd,,15-09-2008,[86210],,TOCKAN & CO 289 BRETTENHAM ROAD,London,N18 2HF,EDMONTON,,,86210,,,,
ABBAS 1 LIMITED,14189425,Active,ltd,,22-06-2022,[86210],,3.11 HOLLINWOOD BUSINESS CENTRE,HOLLINWOOD,OL8 3QL,ALBERT STREET,,UNITED KINGDOM,86210,,,,
ABBAS MEDICAL CONSULTANCY LIMITED,6990789,Active,ltd,,14-08-2009,[86210],,29 WENSLEYDALE AVENUE,ILFORD,IG5 0NA,,Essex,,86210,,,,
ABBASI MEDICS LIMITED,6925057,Active,ltd,,05-06-2009,[86210],,434 CHORLEY NEW ROAD,BOLTON,BL1 5BA,,,,86210,,,,
ABBASIAN & CO LTD,4855143,Active,ltd,,04-08-2003,[86210],,FIRST FLOOR,MANCHESTER,M2 3NG,49 PETER STREET,,ENGLAND,86210,,,,
ABBERTON MEDICAL SERVICES LTD,7831460,Active,ltd,,01-11-2011,[86210],,SUITE 7 K D TOWER,HEMEL HEMPSTEAD,HP1 1FW,COTTERELLS,,,86210,,,,
ABBEY CHIROPODY LIMITED,4278010,Active,ltd,,29-08-2001,[86210],,137 LIVERPOOL ROAD,Merseyside,PR8 4NT,SOUTHPORT,,,86210,,,,
ABBEY CHIROPRACTIC LIMITED,6474364,Active,ltd,,16-01-2008,[86210],,5 MANOR PARK CHURCH ROAD,BURY ST EDMUNDS,IP31 2QR,GT BARTON,Suffolk,UNITED KINGDOM,86210,,,,
ABBEY LOCUMS LIMITED,8168000,Active,ltd,,03-08-2012,[86210],,74 RUDGWICK DRIVE,BURY,BL8 1YE,,Greater Manchester,,86210,,,,
ABBEY MEDICAL SERVICES LIMITED,7699088,Active,ltd,,11-07-2011,[86210],,71 HAYES CHASE,WEST WICKHAM,BR4 0HX,,,ENGLAND,86210,,,,
ABBEYBROOK MEDICAL LTD,12274411,Active,ltd,,22-10-2019,[86210],,4 WESTBROOK ROAD,London,SE3 0NS,,,ENGLAND,86210,,,,
ABBOT MEDICAL PRACTICE LTD,4450623,Active,ltd,,29-05-2002,[86210],,8 WOODCOTE LANE,PURLEY,CR8 3HA,,,ENGLAND,86210,,,,
ABBOTT & CO MEDICAL LIMITED,10631062,Active,ltd,,21-02-2017,[86210],,5 TILLINGDOWN LANE,CATERHAM,CR3 6RU,,,UNITED KINGDOM,86210,,,,
ABC EXIM LIMITED,7284685,Active,ltd,,15-06-2010,[86210],,50 C SHOOTERS HILL ROAD,London,SE3 7BG,,London,,86210,,,,
ABC LOCUMS LTD,10407030,Active,ltd,,03-10-2016,[86210],,75 HOLLY LANE,SMETHWICK,B67 7LD,,West Midlands,UNITED KINGDOM,86210,,,,
ABC MEDICAL SERVICES (READING) LIMITED,5722019,Active - Proposal to Strike off,ltd,,27-02-2006,[86210],,JAMES COWPER KRESTON 8TH FLOOR SOUTH,READING,RG1 8LS,"READING BRIDGE HOUSE, GEORGE STREET",,ENGLAND,86210,,,,
ABC PVT LIMITED,14400573,Active,ltd,,05-10-2022,[86210],,FIRST FLOOR,MANCHESTER,M2 3NG,49 PETER STREET,,UNITED KINGDOM,86210,,,,
ABCN HEALTHCARE LIMITED,10294220,Active,ltd,,25-07-2016,[86210],,FIRST FLOOR,MANCHESTER,M2 3NG,49 PETER STREET,,ENGLAND,86210,,,,
ABDEL-HADI DIAGNOSTICS LIMITED,14373925,Active,ltd,,23-09-2022,[86210],,78 GLEDHOW PARK AVENUE,LEEDS,LS7 4JN,,,ENGLAND,86210,,,,
ABDELKARIM MEDICAL LTD,12874541,Active,ltd,,12-09-2020,[86210],,62 CAMDEN ROAD,London,NW1 9DR,,,ENGLAND,86210,,,,
ABDELMUNIEM LTD,12067657,Active - Proposal to Strike off,ltd,,25-06-2019,[86210],,UNIT 23 KINGSWAY HOUSE KINGSWAY,GATESHEAD,NE11 0HW,TEAM VALLEY TRADING ESTATE,,UNITED KINGDOM,86210,,,,
ABEG SERVICES LIMITED,4943883,Active,ltd,,27-10-2003,[86210],,UNIT 24 NOTTINGHAM SOUTH & WILFORD INDUSTRIAL ESTATE,NOTTINGHAM,NG11 7EP,RUDDINGTON LANE,,,86210,,,,
ABEL MEDICAL LTD,8422934,Active,ltd,,27-02-2013,[86210],,5 STEWART ROAD,HARPENDEN,AL5 4QA,,Hertfordshire,,86210,,,,
ABELE LTD,12212698,Active,ltd,,18-09-2019,[86210],,179 CANTERBURY ROAD,WESTGATE-ON-SEA,CT8 8NH,,,ENGLAND,86210,,,,
ABENDA INVESTMENT LTD,13963978,Active,ltd,,08-03-2022,[86210],,FLAT 23,London,W10 5NU,7 FARADAY ROAD,,ENGLAND,86210,,,,
ABERDEEN UROLOGY LIMITED,SC394305,Liquidation,ltd,,25-02-2011,[86210],,BISHOPS COURT,ABERDEEN,AB10 1YL,29 ALBYN PLACE,,,86210,,,,
ABERMED LIMITED,SC267667,Active,ltd,,10-05-2004,[86210],,FOREST GROVE HOUSE FORESTERHILL HEALTH & RESEARCH COMPLEX,ABERDEEN,AB25 2ZP,FORESTERHILL ROAD,,UNITED KINGDOM,86210,,,,
ABESTHETIC LTD,10090894,Active,ltd,,30-03-2016,[86210],,1 BRAMLEY GROVE,ASHTEAD,KT21 2EA,,,UNITED KINGDOM,86210,,,,
ABEX CONSULT LTD,14047825,Active,ltd,,14-04-2022,[86210],,14 JOHNSON PLACE,STOKE-ON-TRENT,ST6 6RF,,,ENGLAND,86210,,,,
ABHIRUSH LIMITED,7998120,Active,ltd,,20-03-2012,[86210],,5 CHEDBURGH,WELWYN GARDEN CITY,AL7 2PU,,,,86210,,,,
ABIBARRIE CARE LIMITED,13972627,Active,ltd,,12-03-2022,[86210],,FLAT 39 BRADLEY HOUSE,London,SE16 2DN,RAYMOUTH ROAD,,ENGLAND,86210,,,,
ABID JAVED LIMITED,8166547,Active,ltd,,02-08-2012,[86210],,57 LOWER ANTLEY STREET,ACCRINGTON,BB5 0BA,,Lancashire,ENGLAND,86210,,,,
ABIDEMI NORBERT LIMITED,13990230,Active,ltd,,19-03-2022,[86210],,90 EAST ANGLIAN WAY,GREAT YARMOUTH,NR31 6QY,GORLESTON,,ENGLAND,86210,,,,
ABIE SAMS LIMITED,9480998,Active,ltd,,10-03-2015,[86210],,93 SUTTON ROAD,BARKING,IG11 7XT,,,ENGLAND,86210,,,,
ABIKE SERVICES LTD,12971982,Active,ltd,,23-10-2020,[86210],,3 NUTBERRY CLOSE,GRAYS,RM16 2PN,,,ENGLAND,86210,,,,
ABIKEH LTD,13713204,Active,ltd,,29-10-2021,[86210],,12 DAWSMERE CLOSE,DERBY,DE21 4SE,,,ENGLAND,86210,,,,
ABINGDON HEALTHCARE LIMITED,9601530,Active,ltd,,20-05-2015,[86210],,THE MALTHOUSE SURGERY,ABINGDON,OX14 3JY,THE CHARTER,Oxfordshire,ENGLAND,86210,,,,
ABINGDON MEDICAL LIMITED,11234820,Active,ltd,,05-03-2018,[86210],,43 BUCKINGHAM STREET,AYLESBURY,HP20 2NQ,,,ENGLAND,86210,,,,
ABINGTON AEROMEDICAL LTD,10511767,Active,ltd,,06-12-2016,[86210],,71-75 SHELTON STREET,London,WC2H 9JQ,COVENT GARDEN,,UNITED KINGDOM,86210,,,,
ABINGTON SPORTS MEDICINE CLINIC LIMITED,3171096,Active,ltd,,12-03-1996,[86210],,ABINGTON HEALTH COMPLEX,NORTHAMPTON,NN3 2JG,BEECH AVENUE,Northamptonshire,,86210,,,,
ABITEM LIMITED,11279855,Active,ltd,,28-03-2018,[86210],,FLAT 24 ST JOHN'S COURT LEWISHAM ROAD,SE13 7QB,SE13 7QB,LEWISHAM,London,UNITED KINGDOM,86210,,,,
ABJ COMPANY LTD,14213035,Active,ltd,,04-07-2022,[86210],,39 SOUTHILL ROAD,CHATHAM,ME4 5SA,,,UNITED KINGDOM,86210,,,,
ABK HEALTHCARE4U LTD,14259844,Active,ltd,,27-07-2022,[86210],,SUITE G04,London,WC2A 1HR,"1 QUALITY COURT, CHANCERY LANE",,ENGLAND,86210,,,,
ABL HEALTH LIMITED,7074944,Active,ltd,,12-11-2009,[86210],,ROYAL BOLTON HOSPITAL REDGATE WAY,BOLTON,BL4 0JL,FARNWORTH,Lancashire,,86210,,,,
ABL MEDICAL LTD,13301897,Active,ltd,,29-03-2021,[86210],,5 PENHURST ROAD,ILFORD,IG6 2QT,,Essex,ENGLAND,86210,,,,
ABLE MEDICAL SERVICES LIMITED,13319614,Active,ltd,,07-04-2021,[86210],,34 LAWRENCE AVENUE,STEVENAGE,SG1 3JX,,,ENGLAND,86210,,,,
ABM MEDICAL LTD,14400597,Active,ltd,,05-10-2022,[86210],,34 LODGE CLOSE,ROWLANDS GILL,NE39 1HB,HAMSTERLEY MILL,,UNITED KINGDOM,86210,,,,
ABM PTY LTD,10335961,Active,ltd,,18-08-2016,[86210],,513 London ROAD,SUTTON,SM3 8JR,CHEAM,,ENGLAND,86210,,,,
ABML GP LTD,12557740,Active,ltd,,15-04-2020,[86210],,UNIT 4B,BURY ST. EDMUNDS,IP32 7BS,BOLDERO ROAD,Suffolk,ENGLAND,86210,,,,
ABNU-SB UK LIMITED,13891707,Active,ltd,,03-02-2022,[86210],,65 DANBY ROAD,DERBY,DE23 3AR,LITTLEOVER,,ENGLAND,86210,,,,
ABO ENTERPRISE LIMITED,11104229,Active,ltd,,08-12-2017,[86210],,289 BRETTENHAM ROAD,London,N18 2HF,EDMONTON,,UNITED KINGDOM,86210,,,,
ABOREEDA MEDICAL LTD,14278798,Active,ltd,,05-08-2022,[86210],,56 PARKSTONE GROVE,LEEDS,LS16 6ET,,,ENGLAND,86210,,,,
ABOUGHALI MEDICAL LIMITED LTD,12941052,Active,ltd,,09-10-2020,[86210],,28 HARTLEY HALL GARDENS,MANCHESTER,M16 8LP,GOWAN ROAD,,ENGLAND,86210,,,,
ABOUT U SELF MANAGEMENT LTD,NI666143,Active,ltd,,27-11-2019,[86210],,UNIT 1,BELFAST,BT4 3ET,212-218 UPPER NEWTOWNARDS ROAD,,NORTHERN IRELAND,86210,,,,
ABOY LTD,10182902,Active,ltd,,17-05-2016,[86210],,FLAT 5 ROBERT COURT MAPLE ROAD,London,SE20 8JJ,PENGE,,ENGLAND,86210,,,,
ABPHARM LTD,11490403,Active,ltd,,30-07-2018,[86210],,23 DUKES BROW,BLACKBURN,BB2 6EX,,,UNITED KINGDOM,86210,,,,
ABR HEALTHCARE LTD,9805729,Active,ltd,,02-10-2015,[86210],,4 SANDRINGHAM PLACE,SHEFFIELD,S10 4NH,,,ENGLAND,86210,,,,
ABR MEDICAL LIMITED,13998338,Active,ltd,,23-03-2022,[86210],,RAMSAY HOUSE,London,N21 1RA,18 VERA AVENUE,,ENGLAND,86210,,,,
ABRA MEDICAL LIMITED,7181406,Active,ltd,,08-03-2010,[86210],,CALYX HOUSE,TAUNTON,TA1 3DU,SOUTH ROAD,Somerset,ENGLAND,86210,,,,
ABRA OPTICAL LIMITED,9028131,Active,ltd,,07-05-2014,[86210],,42 HUDDERSFIELD ROAD,MIRFIELD,WF14 9HF,,West Yorkshire,ENGLAND,86210,,,,
ABRAAM'S MEDICAL LTD,14434443,Active,ltd,,21-10-2022,[86210],,48 PERRINS WAY,WORCESTER,WR3 7WB,BEVERE,,UNITED KINGDOM,86210,,,,
ABRAHAM INTERNATIONAL MEDICAL SERVICES LIMITED,7520714,Active,ltd,,08-02-2011,[86210],,7 HELLYER CLOSE,NORTH FERRIBY,HU14 3JD,,,ENGLAND,86210,,,,
ABRIAN LIMITED,14351163,Active,ltd,,12-09-2022,[86210],,71 WAGONWAY DRIVE,NEWCASTLE UPON TYNE,NE13 9BX,,,UNITED KINGDOM,86210,,,,
ABROJAM UNLIMITED LTD,14505126,Active,ltd,,24-11-2022,[86210],,11 DANES CLOSE,PETERBOROUGH,PE1 5LJ,,,ENGLAND,86210,,,,
ABROVICS MEDICS LTD,8152525,Active,ltd,,23-07-2012,[86210],,601 London ROAD,WESTCLIFF-ON-SEA,SS0 9PE,,,ENGLAND,86210,,,,
ABS BLACKSTONE LTD,13956467,Active,ltd,,04-03-2022,[86210],,115-116 SPON END,COVENTRY,CV1 3HF,,,UNITED KINGDOM,86210,,,,
ABS MEDICAL PRACTICE LIMITED,14348509,Active,ltd,,09-09-2022,[86210],,FIRST FLOOR,MANCHESTER,M2 3NG,49 PETER STREET,,UNITED KINGDOM,86210,,,,
ABS MEDICAL SERVICES LTD,14435093,Active,ltd,,21-10-2022,[86210],,60 WHINMOOR COURT,LEEDS,LS14 1NX,60 WHINMOOR COURT,,ENGLAND,86210,,,,
ABSAM LIMITED,12197727,Active,ltd,,10-09-2019,[86210],,FLOOR 2,MANCHESTER,M1 3BE,9 PORTLAND STREET,,ENGLAND,86210,,,,
ABSET LTD,11655598,Active,ltd,,01-11-2018,[86210],,THE UNION SUITE THE UNION BUILDING,NORWICH,NR1 1BY,51-59 ROSE LANE,Norfolk,ENGLAND,86210,,,,
ABU SINA HEALTHCARE LIMITED,11025914,Active,ltd,,23-10-2017,[86210],,J W HINKS,BIRMINGHAM,B15 3BH,19 HIGHFIELD ROAD,,UNITED KINGDOM,86210,,,,
ABU-YUSUF LIMITED,10298611,Active,ltd,,27-07-2016,[86210],,515 BROOK LANE,BIRMINGHAM,B13 0BU,,,ENGLAND,86210,,,,
ABUKA'S DEN LTD,13182189,Active,ltd,,05-02-2021,[86210],,31 ENNERDALE DRIVE,BURY,BL9 8HY,,,ENGLAND,86210,,,,
ABUNDANCE MEDICAL LTD,7901511,Active,ltd,,09-01-2012,[86210],,23 WEAVERS MILL CLOSE,BRISTOL,BS5 8FH,ST GEORGE,,ENGLAND,86210,,,,
ABUNDANT LIFE LTD,5783530,Active,ltd,,18-04-2006,[86210],,FIRST FLOOR,MANCHESTER,M2 3NG,49 PETER STREET,,ENGLAND,86210,,,,
ABUSHAMAH MEDICS LTD,10473132,Active,ltd,,10-11-2016,[86210],,8 MOSSDALE ROAD,SALE,M33 4FT,,,ENGLAND,86210,,,,
ABX MEDICAL LTD,9636968,Active,ltd,,12-06-2015,[86210],,4 SCHOOL STREET,OLDHAM,OL8 1SE,,,ENGLAND,86210,,,,
ABYSOL LIMITED,6868241,Active,ltd,,03-04-2009,[86210],,65 ELLIS DRIVE,"BRADWELL, GREAT YARMOUTH",NR31 9XP,,Norfolk,UNITED KINGDOM,86210,,,,
AC (ENGLAND) LIMITED,12216515,Active,ltd,,20-09-2019,[86210],,APARTMENT 88 LADYWELL POINT,SALFORD,M50 1AU,PILGRIMS WAY,,ENGLAND,86210,,,,
AC HEALTH LIMITED,10210651,Active,ltd,,02-06-2016,[86210],,BRACEY'S ACCOUNTANTS (MEDICAL) LIMITED,STEVENAGE,SG1 3EJ,18-20 HIGH STREET,,UNITED KINGDOM,86210,,,,
ACADEMY OF AESTHETIC MEDICINE LIMITED,11254450,Active,ltd,,14-03-2018,[86210],,78 OTLEY ROAD,SHIPLEY,BD18 3SA,,West Yorkshire,UNITED KINGDOM,86210,,,,
ACAKHTAR LIMITED,11844967,Active,ltd,,25-02-2019,[86210],,43 WAVERLEY ROAD,BIRMINGHAM,B10 0EG,SMALL HEATH,,UNITED KINGDOM,86210,,,,
ACCCM HEALTHCARE LTD,9306158,Active,ltd,,11-11-2014,[86210],,24 BUCKINGHAM CRESCENT,BRADFORD,BD14 6EJ,,West Yorkshire,,86210,,,,
ACCESS HEALTH CARE LTD,5720179,Active,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",,23-02-2006,[86210],,"SUITE 1, OSPREY HOUSE OSPREY ROAD",EXETER,EX2 7WN,SOWTON INDUSTRIAL ESTATE,,ENGLAND,86210,,,,
ACCESS HEALTH LIMITED,6587322,Active,ltd,,08-05-2008,[86210],,LIFFORD HALL LIFFORD LANE,BIRMINGHAM,B30 3JN,KINGS NORTON,West Midlands,,86210,,,,
ACCISO LTD,9182438,Active,ltd,,19-08-2014,[86210],,FIRST FLOOR,MANCHESTER,M2 3NG,49 PETER STREET,,ENGLAND,86210,,,,
ACCLAROGEN LIMITED,6917009,Active,ltd,,27-05-2009,[86210],,ST JOHN'S INNOVATION CENTRE,CAMBRIDGE,CB4 0WS,COWLEY ROAD,,,86210,,,,
